piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
A-MCAU_AP1832-080a_SID037	1: 4/4	1: 0	22	22	80.0	31	31	112.0		320.0	160	45	0	0	0										2021-01-25	3.02	Microsoft Windows			Herr Jesu Christ, du höchstes Gut	AP1832-080a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-080a_SID037.mscz	False	44-76 (G#2-E5)	Piano	59-76 (B3-E5)	Piano	44-62 (G#2-D4)
A-MCAU_AP1832-083_SID013	1: 4/4	1: 2	15	15	56.0	15	15	56.0		224.0	108	33	0	0	0										2021-01-25	3.02	Microsoft Windows			Ja, Christus ist mein Leben	AP1832-083 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-083_SID013.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-66 (G2-F#4)
A-MCAU_AP1832-086_SID096	1: 4/4	1: 0	40	40	152.0	57	57	216.0		608.0	312	97	0	0	0	Rein	"Ach! wie elend ist unser Zeit
"								2021-02-21		Microsoft Windows			Ich glaub an Gott, den Einigen	AP1832-086 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-086_SID096.mscz	False	43-76 (G2-E5)	Piano	57-76 (A3-E5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-087_SID046	1: 4/4	1: -2	25	25	96.0	25	25	96.0		384.0	213	71	0	0	0										2021-01-25	3.02	Microsoft Windows			Ich komme, Herr, mein Gott zu dir	AP1832-087 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-087_SID046.mscz	False	43-74 (G2-D5)	Piano	58-74 (Bb3-D5)	Piano	43-65 (G2-F4)
A-MCAU_AP1832-088_SID041	1: 4/4	1: -1	35	35	136.0	35	35	136.0		544.0	293	95	0	0	0										2021-01-25	3.02	Microsoft Windows			Ich ruf zu dir, Herr Jesu Christ	AP1832-088 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-088_SID041.mscz	False	43-74 (G2-D5)	Piano	59-74 (B3-D5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-089_SID021	1: 4/4	1: 0	27	27	100.0	36	36	132.0		400.0	217	70	0	0	0										2021-01-25	3.02	Microsoft Windows			Ich Staub vom Staube	AP1832-089 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-089_SID021.mscz	False	43-72 (G2-C5)	Piano	57-72 (A3-C5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-091_SID043	1: 4/4	1: -3	24	24	96.0	35	35	140.0		384.0	164	54	0	0	0										2021-01-25	3.02	Microsoft Windows			Jesu meine Freude	AP1832-091 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-091_SID043.mscz	False	43-75 (G2-Eb5)	Piano	58-75 (Bb3-Eb5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-092a_SID095	1: 4/4	1: 2	25	25	100.0	34	34	136.0		400.0	202	68	0	0	0	Rein	"Ach! wie elend ist unser Zeit
"								2021-02-21		Microsoft Windows			Jesu meines Lebens Leben	AP1832-092a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-092a_SID095.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-59 (G2-B3)
A-MCAU_AP1832-093_SID044	1: 4/4	1: -2	20	20	80.0	20	20	80.0		320.0	144	44	0	0	0										2021-01-25	3.02	Microsoft Windows			Jesus Christus unser Heiland, der den Tod	AP1832-093 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-093_SID044.mscz	False	43-70 (G2-Bb4)	Piano	58-70 (Bb3-Bb4)	Piano	43-60 (G2-C4)
A-MCAU_AP1832-095a_SID089	1: 4/4	1: -1	17	17	68.0	26	26	104.0		272.0	121	33	0	0	0										2020-12-22	3.02	Microsoft Windows			Jesus meine Zuversicht	AP1832-095a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-095a_SID089.mscz	False	45-74 (A2-D5)	Piano	64-74 (E4-D5)	Piano	45-63 (A2-Eb4)
A-MCAU_AP1832-096_SID058	1: 4/4	1: 1	24	24	92.0	24	24	92.0		368.0	198	65	0	0	0										2021-01-25	3.02	Microsoft Windows			In allen meinen Thaten	AP1832-096 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-096_SID058.mscz	False	43-74 (G2-D5)	Piano	61-74 (C#4-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-097_SID045	1: 4/4	1: -1	43	43	168.0	43	43	168.0		672.0	342	108	0	0	0										2021-01-25	3.02	Microsoft Windows			Komm, heiliger Geist, Herre Gott!	AP1832-097 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-097_SID045.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-100_SID064	1: 4/4	1: 2	40	40	160.0	40	40	160.0		640.0	265	76	0	0	0										2021-01-25	3.02	Microsoft Windows			Lasset uns beweinen	AP1832-100 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-100_SID064.mscz	False	43-74 (G2-D5)	Piano	59-74 (B3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-102_SID047	1: 4/4	1: 1	18	18	72.0	27	27	108.0		288.0	139	45	0	0	0										2021-01-25	3.02	Microsoft Windows			Liebster Jesu, wir sind hier	AP1832-102 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-102_SID047.mscz	False	43-74 (G2-D5)	Piano	59-74 (B3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-105_SID025	1: 4/4	1: 2	22	22	80.0	31	31	112.0		320.0	180	55	0	0	0										2021-01-25	3.02	Microsoft Windows			Lob, Ehr und Preis dem höchsten Gut	AP1832-105 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-105_SID025.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-109_SID048	1: 4/4	1: -1	15	15	56.0	15	15	56.0		224.0	120	37	0	0	0										2021-01-25	3.02	Microsoft Windows			Lobt Gott ihr Christen allzugleich	AP1832-109 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-109_SID048.mscz	False	45-74 (A2-D5)	Piano	60-74 (C4-D5)	Piano	45-62 (A2-D4)
A-MCAU_AP1832-110_SID076	1: 4/4	1: -2	13	13	48.0	13	13	48.0		192.0	97	30	0	0	0										2021-01-25	3.02	Microsoft Windows			Lobt unsern Gott mit fröhlichem Gemüthe	AP1832-110 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-110_SID076.mscz	False	43-74 (G2-D5)	Piano	58-74 (Bb3-D5)	Piano	43-58 (G2-Bb3)
A-MCAU_AP1832-111_SID068	1: 4/4	1: 2	20	20	80.0	28	28	112.0		320.0	133	37	0	0	0										2021-01-25	3.02	Microsoft Windows			Mache dich mein Geist bereit	AP1832-111 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-111_SID068.mscz	False	43-74 (G2-D5)	Piano	61-74 (C#4-D5)	Piano	43-61 (G2-C#4)
A-MCAU_AP1832-112_SID093	1: 4/4	1: 2	18	18	70.0	26	26	102.0		280.0	145	45	0	0	0	Rein	"Ach! wie elend ist unser Zeit
"								2021-02-21		Microsoft Windows			Machs mit mir Gott	AP1832-112 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-112_SID093.mscz	False	45-74 (A2-D5)	Piano	57-74 (A3-D5)	Piano	45-62 (A2-D4)
A-MCAU_AP1832-114_SID059	1: 4/4	1: 2	22	22	80.0	35	35	128.0		320.0	162	49	0	0	0										2021-01-25	3.02	Microsoft Windows			Mein Glaub' ist meines Lebens Ruh	AP1832-114 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-114_SID059.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-115a_SID049	1: 4/4	1: 0	37	37	140.0	47	47	176.0		560.0	286	87	0	0	0										2021-01-25	3.02	Microsoft Windows			Mein Heiland nimmt die Sünder an	AP1832-115a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-115a_SID049.mscz	False	43-76 (G2-E5)	Piano	57-76 (A3-E5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-118_SID065	1: 4/4	1: 2	29	29	116.0	39	39	156.0		464.0	212	72	0	0	0										2021-01-25	3.02	Microsoft Windows			Müde sündenvolle Seele	AP1832-118 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-118_SID065.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-121_SID052	1: 4/4	1: 1	26	26	100.0	26	26	100.0		400.0	191	58	0	0	0										2021-01-25	3.02	Microsoft Windows			Nun bitten wir den heil'gen Geist	AP1832-121 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-121_SID052.mscz	False	43-76 (G2-E5)	Piano	59-76 (B3-E5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-122_SID053	1: 4/4	1: -1	21	21	76.0	29	29	104.0		304.0	155	45	0	0	0										2021-01-25	3.02	Microsoft Windows			Nun danket alle Gott	AP1832-122 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-122_SID053.mscz	False	45-74 (A2-D5)	Piano	64-74 (E4-D5)	Piano	45-65 (A2-F4)
A-MCAU_AP1832-123_SID092	1: 4/4	1: 1	17	17	64.0	17	17	64.0		256.0	125	40	0	0	0	Rein	"Ach! wie elend ist unser Zeit
"								2021-02-21		Microsoft Windows			Nun lasst zu Gott uns treten	AP1832-123 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-123_SID092.mscz	False	43-72 (G2-C5)	Piano	59-72 (B3-C5)	Piano	43-60 (G2-C4)
A-MCAU_AP1832-124a_SID060	1: 4/4	1: 0	21	21	76.0	29	29	104.0		304.0	153	42	0	0	0										2021-01-25	3.02	Microsoft Windows			O Gott, du milder Gott	AP1832-124a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-124a_SID060.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-65 (G2-F4)
A-MCAU_AP1832-128a_SID094	1: 4/4	1: -1	17	17	64.0	17	17	64.0		256.0	134	39	0	0	0	Rein	"Ach! wie elend ist unser Zeit
"								2021-02-21		Microsoft Windows			O Jesu du mein Herr	AP1832-128a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-128a_SID094.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-130_SID061	1: 4/4	1: -1	29	29	116.0	29	29	116.0		464.0	237	70	0	0	0										2021-01-25	3.02	Microsoft Windows			O Lamm Gottes im Staube	AP1832-130 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-130_SID061.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-65 (G2-F4)
A-MCAU_AP1832-133_SID063	1: 4/4	1: -1	21	21	84.0	21	21	84.0		336.0	158	50	0	0	0										2021-01-25	3.02	Microsoft Windows			O wie selig seyd ihr doch	AP1832-133 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-133_SID063.mscz	False	43-76 (G2-E5)	Piano	61-76 (C#4-E5)	Piano	43-65 (G2-F4)
A-MCAU_AP1832-140a_SID067	1: 4/4	1: -3	41	41	164.0	41	41	164.0		656.0	311	91	0	0	0										2021-10-22		Microsoft Windows			Sollt ich meinem Gott nicht singen	Ap1832-140a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-140a_SID067.mscz	False	43-75 (G2-Eb5)	Piano	58-75 (Bb3-Eb5)	Piano	43-65 (G2-F4)
A-MCAU_AP1832-145_SID069	1: 4/4	1: 0	25	25	96.0	25	25	96.0		384.0	204	60	0	0	0										2021-01-25	3.02	Microsoft Windows			Vater unser im Himmelreich	AP1832-145 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-145_SID069.mscz	False	43-77 (G2-F5)	Piano	57-77 (A3-F5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-146_SID070	1: 4/4	1: 1	23	23	88.0	23	23	88.0		352.0	176	57	0	0	0										2021-01-25	3.02	Microsoft Windows			Verleih uns Frieden gnädiglich	AP1832-146 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-146_SID070.mscz	False	43-74 (G2-D5)	Piano	55-74 (G3-D5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-147_SID071	1: 4/4	1: 0	17	17	64.0	17	17	64.0		256.0	133	38	0	0	0										2021-01-25	3.02	Microsoft Windows			Vom Himmel komm ich her zu euch	AP1832-147 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-147_SID071.mscz	False	43-72 (G2-C5)	Piano	57-72 (A3-C5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-149_SID072	1: 4/4	1: -2	23	23	84.0	31	31	112.0		336.0	161	46	0	0	0										2021-01-25	3.02	Microsoft Windows			Von Gott will ich nicht lassen	AP1832-149 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-149_SID072.mscz	False	43-74 (G2-D5)	Piano	58-74 (Bb3-D5)	Piano	43-63 (G2-Eb4)
A-MCAU_AP1832-151_SID073	1: 4/4	1: 0	32	32	128.0	46	46	184.0		504.0	243	70	0	0	0										2021-01-25	3.02	Microsoft Windows			Wachet auf, ruft uns die Stimme	AP1832-151 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-151_SID073.mscz	False	43-76 (G2-E5)	Piano	57-76 (A3-E5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-152_SID074	1: 4/4	1: 1	20	20	76.0	20	20	76.0		304.0	170	52	0	0	0										2021-01-25	3.02	Microsoft Windows			Warum betrübst du dich mein Herz	AP1832-152 rev.	Gerog Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-152_SID074.mscz	False	43-74 (G2-D5)	Piano	59-74 (B3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-154_SID075	1: 4/4	1: -1	22	22	80.0	31	31	112.0		320.0	168	55	0	0	0										2021-01-25	3.02	Microsoft Windows			Was Gott thut, das ist wohlgethan	AP1832-154 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-154_SID075.mscz	False	43-74 (G2-D5)	Piano	59-74 (B3-D5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-155_SID077	1: 4/4	1: 0	26	26	96.0	35	35	128.0		384.0	194	60	0	0	0										2021-01-25	3.02	Microsoft Windows			Was mein Gott will	AP1832-155 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-155_SID077.mscz	False	43-74 (G2-D5)	Piano	60-74 (C4-D5)	Piano	43-65 (G2-F4)
A-MCAU_AP1832-157_SID055	1: 4/4	1: -2	16	16	64.0	16	16	64.0		256.0	123	36	0	0	0										2021-01-25	3.02	Microsoft Windows			Wenn auch Widerwärtigkeiten	AP1832-157 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-157_SID055.mscz	False	43-74 (G2-D5)	Piano	58-74 (Bb3-D5)	Piano	43-63 (G2-Eb4)
A-MCAU_AP1832-160_SID091	1: 4/4	1: -1	24	24	96.0	32	32	128.0		384.0	187	59	0	0	0										2020-12-22	3.02	Microsoft Windows			Wenn ich einst von jenem Schlummer	AP1832-160 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-160_SID091.mscz	False	43-74 (G2-D5)	Piano	60-74 (C4-D5)	Piano	43-63 (G2-Eb4)
A-MCAU_AP1832-161_SID078	1: 4/4	1: 1	29	29	112.0	29	29	112.0		448.0	237	76	0	0	0										2021-01-25	3.02	Microsoft Windows			Wenn meine Zeit gekommen ist	AP1832-161 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-161_SID078.mscz	False	43-74 (G2-D5)	Piano	59-74 (B3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-163_SID079	1: 4/4	1: 1	17	17	64.0	17	17	64.0		256.0	139	45	0	0	0										2021-01-25	3.02	Microsoft Windows			Wenn wir vor Kummer fast vergehn	AP1832-163 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-163_SID079.mscz	False	43-74 (G2-D5)	Piano	59-74 (B3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-167a_SID080	1: 4/4	1: 0	19	19	68.0	29	29	104.0		264.0	142	46	0	0	0										2021-01-25	3.02	Microsoft Windows			Wer seinen Gott allein läßt walten	AP1832-167a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-167a_SID080.mscz	False	45-76 (A2-E5)	Piano	59-76 (B3-E5)	Piano	45-60 (A2-C4)
A-MCAU_AP1832-168_SID081	1: 4/4	1: 2	30	30	112.0	43	43	160.0		440.0	199	57	0	0	0										2021-01-25	3.02	Microsoft Windows			Wie leuchtet uns der Morgenstern	AP1832-168 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-168_SID081.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-169_SID019	1: 4/4	1: 1	34	34	128.0	43	43	160.0		512.0	276	92	0	0	0										2021-01-25	3.02	Microsoft Windows			Wie liebt uns Gott so väterlich	AP1832-169 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-169_SID019.mscz	False	43-76 (G2-E5)	Piano	59-76 (B3-E5)	Piano	43-62 (G2-D4)
A-MCAU_AP1832-171a_SID082	1: 4/4	1: 1	39	39	148.0	49	49	184.0		592.0	291	85	0	0	0										2021-01-25	3.02	Microsoft Windows			Wie wohl ist mir	AP1832-171a rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-171a_SID082.mscz	False	43-76 (G2-E5)	Piano	55-76 (G3-E5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-172_SID051	1: 4/4	1: 0	56	56	224.0	56	56	224.0		896.0	422	134	0	0	0										2021-01-25	3.02	Microsoft Windows			Mitten wir im Leben	AP1832-172 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-172_SID051.mscz	False	43-74 (G2-D5)	Piano	57-74 (A3-D5)	Piano	43-64 (G2-E4)
A-MCAU_AP1832-173_SID084	1: 4/4	1: 0	47	47	184.0	47	47	184.0		736.0	343	102	0	0	0										2021-01-25	3.02	Microsoft Windows			Wir gläuben all an einen Gott	AP1832-173 rev.	Georg Christian Apel	3.6.2	2.5.3	1832_VollständigesChoralbuch/Analysis-MusiCAU	1832_VollständigesChoralbuch/Analysis-MusiCAU/A-MCAU_AP1832-173_SID084.mscz	False	43-76 (G2-E5)	Piano	57-76 (A3-E5)	Piano	43-64 (G2-E4)
